sup_id,name,full_name,gender,place_of_birth,first_appearance,publisher,alignment,race,height,weight,eye_color,hair_color,occupation,work_base,group_affiliation,relatives,intelligence,strength,speed,durability,power,combat,image_url
70,Batman,Bruce Wayne,Male,"Crest Hill, Bristol Township; Gotham County",Detective Comics #27,DC Comics,good,Human,6'2,95 kg,blue,black,Businessman,"Batcave, Stately Wayne Manor, Gotham City; Hall of Justice, Justice League Watchtower","Batman Family, Batman Incorporated, Justice League, Outsiders, Wayne Enterprises, Club of Heroes, formerly White Lantern Corps, Sinestro Corps","Damian Wayne (son), Dick Grayson (adopted son), Tim Drake (adopted son), Jason Todd (adopted son), Cassandra Cain (adopted ward)
Martha Wayne (mother, deceased), Thomas Wayne (father, deceased), Alfred Pennyworth (former guardian), Roderick Kane (grandfather, deceased), Elizabeth Kane (grandmother, deceased), Nathan Kane (uncle, deceased), Simon Hurt (ancestor), Wayne Family",100,26,27,50,47,100,https://www.superherodb.com/pictures2/portraits/10/100/639.jpg
71,Batman II,Dick Grayson,Male,,,Nightwing,good,Human,5'10,79 kg,Blue,Black,,"Gotham City; formerly Bludhaven, New York City","Justice League Of America, Batman Family","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",88,11,33,28,36,100,https://www.superherodb.com/pictures2/portraits/10/100/1496.jpg
72,Battlestar,Lemar Hoskins,Male,"Chicago, Illinois",Captain America #323 (1986); (as Bucky),Marvel Comics,good,,6'6,133 kg,Brown,Black,"Former wrestler, federal operative",,"Formerly Wild Pack, Bold Urban Commandos (Buckies), former partner of U.S.Agent, operative of the Commission on Superhuman Activities",,50,53,35,74,48,74,https://www.superherodb.com/pictures2/portraits/10/100/231.jpg
73,Batwoman V,Katherine Rebecca Kane,Female,,"52 #7 (June, 2006)",DC Comics,good,Human,5'10,0 kg,Green,Red,,Gotham City,"Batman Family (unofficially), D.E.O, Unknowns","Jacob Kane (father), Gabi Kane (mother; deceased), Beth Kane (twin sister), Mary Elizabeth ""Bette"" Kane (cousin), Catherine Hamilton-Kane (stepmother), Philip Kane (uncle), Kane Family",81,8,29,25,27,80,https://www.superherodb.com/pictures2/portraits/10/100/10234.jpg
74,Beak,Barnell Bohusk,Male,"Cheverly, Maryland",,Marvel Comics,good,,5'9,63 kg,Black,White,,,"Formerly New Warriors, Exiles, Brotherhood Of Mutants, Xavier Institute Student Body","Charles (father), Kathy (mother), Angel Salvadore (wife), Tito (son), Axel (son), Kara (daughter), three unidentified children",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/232.jpg
75,Beast,Henry Philip McCoy,Male,"Dunfee, Illinois","X-MEN Vol. 1 #1, (in furry ape form) AMAZING ADVENTURES #11, (in current feline form) NEW X-MEN Vol. 1 #114",Marvel Comics,good,Mutant,5'11,181 kg,Blue,Blue,"Biochemist, formerly Xavier Institute for Higher Learning science and math Instructor, mutant activist, college lecturer, researcher, professional wrestler","Xavier Institute, Salem Center, Westchester County, New York","Secret Avengers, S.W.O.R.D.; formerly X-Men (founding member); X-Club (founding member); Initiative; 198; X-Treme X-Men; Acolytes (while mind-controlled); Queen's Vengeance; X-Factor/X-Terminators (founding member); Rejects; Defenders, Avengers","Sadie McCoy (paternal grandmother), Norton McCoy (father), Edna McCoy (mother), Robert McCoy (paternal great-uncle), John McCoy (uncle)",94,48,38,60,43,85,https://www.superherodb.com/pictures2/portraits/10/100/27.jpg
76,Beast Boy,Garfield Mark Logan,Male,,"Doom Patrol #99 (November, 1965)",DC Comics,good,Human,5'8,68 kg,Green,Green,"Adventurer, Struggling Actor","Prague; formerly Hollywood, California; formerly Manhattan, New York","Teen Titans; former member of the original Doom Patrol, Titans West","Mark Logan (father, deceased), Marie Logan (mother, deceased), Steve Dayton/Mento (adoptive father), Rita Farr/Elasti-Girl (adoptive mother), Matt Logan (cousin)",50,28,50,70,79,40,https://www.superherodb.com/pictures2/portraits/10/100/640.jpg
77,Beetle,,Male,,,Marvel Comics,bad,,0 cm,0 kg,,,,,,,,54,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1122.jpg
78,Ben 10,Benjamin Kirby Tennyson,Male,,Ben 10 S01E01,DC Comics,good,,0 cm,0 kg,,,,,,,10,7,8,10,90,40,https://www.superherodb.com/pictures2/portraits/10/100/1365.jpg
79,Beta Ray Bill,Beta Ray Bill (translation of his Korbinite name),Male,Burning Galaxy,Thor #337,Marvel Comics,good,,6'7,216 kg,,No Hair,Guardian of the Korbinite race,"currently New York City, formerly Asgard, formerly the fleet of Korbinite ships.","ally of the Asgardians, Thor Corps, Star Masters",,63,80,35,95,100,84,https://www.superherodb.com/pictures2/portraits/10/100/28.jpg
80,Beyonder,,Male,Created in the Beyond,Marvel Super-Heroes Secret Wars #1,Marvel Comics,good,God / Eternal,0 cm,0 kg,,,Former student,,Was once in a merged form with the Molecule Man but is no longer merged with him.,,100,100,100,100,100,84,https://www.superherodb.com/pictures2/portraits/10/100/1293.jpg
81,Big Barda,Barda Free,Female,,Mister Miracle (Volume 1) #4,DC Comics,bad,New God,6'2,135 kg,Blue,Black,,"Gotham City, New Genesis, formerly Apokolips","Apocalypse, New Gods, Birds of Prey, formerly Female Furies, formerly Justice League of America","Big Breeda (mother), Scott Free (Mister Miricle, husband), Highfather Izaya (father-in-law, deceased)",88,100,79,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1169.jpg
82,Big Daddy,Damon Macready,Male,,Kick-Ass #4,Icon Comics,good,,0 cm,0 kg,,,,,,Hit-Girl (daughter),38,10,12,32,22,64,https://www.superherodb.com/pictures2/portraits/10/100/1338.jpg
83,Big Man,Frederick Foswell,Male,,Amazing Spider-Man # 10 (1964),Marvel Comics,bad,,5'5,71 kg,Blue,Brown,"Reporter, professional criminal",,"Daily Bugle, the Enforcers","Janice Foswell (daughter), unnamed wife",75,12,23,28,19,70,https://www.superherodb.com/pictures2/portraits/10/100/1038.jpg
84,Bill Harken,,Male,,,SyFy,good,Alpha,0 cm,0 kg,,,,,Alphas,,63,36,33,60,27,40,https://www.superherodb.com/pictures2/portraits/10/100/1527.jpg
85,Billy Kincaid,Billy Kincaid,Male,,Spawn #5 (October 1992),Image Comics,bad,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1072.jpg
86,Binary,Carol Danvers,Female,"Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Captain Marvel,good,,5'11,54 kg,Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/30.jpg
87,Bionic Woman,Jamie Sommers,Female,,,,good,Cyborg,0 cm,0 kg,Blue,Black,,,,,56,37,33,40,20,40,https://www.superherodb.com/pictures2/portraits/10/100/10648.jpg
88,Bird-Brain,,,,"The New Mutants #56 (October, 1987)",Marvel Comics,good,,0 cm,0 kg,,,,,"New Mutants, Ani-Mate",,25,10,35,28,21,42,https://www.superherodb.com/pictures2/portraits/10/100/240.jpg
89,Bird-Man,Henry Hawk,Male,,"Daredevil #10 (October, 1965)",Marvel Comics,bad,Human,0 cm,0 kg,,,,,Ani-Men,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1503.jpg
90,Bird-Man II,Achille DiBacco,Male,"The Bar with No Name, Medina County, Ohio","Daredevil #157 (March, 1979)",Marvel Comics,bad,Human,0 cm,0 kg,,,,,Ani-Men,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1504.jpg
91,Birdman,Ray Randal,Male,,Birdman and the Galaxy Trio (1967),Hanna-Barbera,good,God / Eternal,0 cm,0 kg,,,,,,,,35,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1506.jpg
92,Bishop,Lucas Bishop,Male,A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth,"Uncanny X-Men #282 (November, 1991)",Marvel Comics,good,Mutant,6'6,124 kg,Brown,No Hair,"(current) Adventurer, (former) Commander in the XSE (Xavier's Security Enforcers)","Formerly Xavier Institute for Higher Learning, Salem Center, Westchester County, New York","""Clean City""; formerly Stryfe; X-Men; X.S.E. (Storm's team); X-Treme X-Men; X.S.E. (Hecate'e's team); The Twelve","Burnum Bishop (father, deceased), Kadee Bishop (mother, deceased), Shard (sister, deceased), unnamed grandmother, Gateway (great-grandfather), Aliyah Bishop (alternate reality daughter);",63,14,23,75,100,65,https://www.superherodb.com/pictures2/portraits/10/100/31.jpg
93,Bizarro,Bizarro,Male,,Superboy Vol. 1 #68 (1958),DC Comics,neutral,Bizarro,6'3,155 kg,Black,Black,,Bizarro World,Superman Revenge Squad; Bizarros of Bizarro World; former associate of the Secret Society of Super-Villains; Joker League of Anarchy; former partner of Batzarro,"Bizarro-Lois No. 1 (wife, Pre-Crisis only), Bizarro, Jr. (son, Pre-Crisis only), Bizarro-Lois, Jr. (daughter, Pre-Crisis only)",38,95,100,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/642.jpg
94,Black Abbott,,Male,,Marvel Team Up #146 (1984),Marvel Comics,bad,,0 cm,0 kg,Red,Black,"Cult leader, former monk",,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1049.jpg
95,Black Adam,Teth-Adam,Male,"Kahndaq, Egypt","Marvel Family #1 (December, 1945)",DC Comics,bad,,6'3,113 kg,Brown,Black,,Mobile; Formerly Kahndaq; Fawcett City; New York City,"None; Formerly the Black Marvel Family, Society of Villains, Injustice Society, Justice Society of America","Shiruta (wife, deceased), Gon and Hurut (sons, deceased) Theo Adam (descendant, currently in control of his body), Sarah Primm (descendant, Theo's sister), Adrianna Tomaz (wife. deceased), Amon Tomaz (brother-in-law, deceased)",88,100,92,100,100,56,https://www.superherodb.com/pictures2/portraits/10/100/643.jpg
96,Black Bolt,Blackagar Boltagon,Male,"Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,good,Inhuman,6'2,95 kg,Blue,Black,King of the Inhumans,"Attilan, Blue Area of the Moon",Universal Inhumans; Inhuman Royal Family; formerly Illuminati,"Medusa (wife and first cousin), Ahura (son), Agon (father, deceased), Rynda(mother, deceased), Maximus (brother), Crystal (sister-in-law), Gorgon, Karnak, Triton (cousins)",75,67,100,84,100,56,https://www.superherodb.com/pictures2/portraits/10/100/243.jpg
97,Black Canary,Laurel Lance,Female,,Justice League of America (Volume 1) #75,DC Comics,good,Metahuman,5'7,59 kg,Blue,Blond,"Detective/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","Formerly Oracle's clock tower in Gotham City; formerly Seattle, Washington; formerly Star City, California; formerly New York City, New York (as a member of the JSA); currently mobile","Birds of Prey; formerly Justice League of America, Justice Society of America, Justice League Task Force, Justice League International, Team Arrow","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)",63,8,33,20,52,80,https://www.superherodb.com/pictures2/portraits/10/100/1005.jpg
98,Black Canary,Dinah Drake Lance,Female,,"Flash Comics #86 (August, 1947)",DC Comics,good,Human,5'5,58 kg,Blue,Blond,"Florist, former private investigator","Gotham City, Park City",Justice Society of America,"Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)",63,8,33,15,45,80,https://www.superherodb.com/pictures2/portraits/10/100/644.jpg
99,Black Cat,Felicia Hardy,Female,"Queens, New York","Amazing Spider-Man #194 (July, 1979)",Marvel Comics,good,Human,5'10,54 kg,Green,Blond,"Cat burglar; Private investigator, founder of Cat's Eye Investigations.",,Formerly Heroes for Hire,"Walter Hardy (father, deceased), Lydia Hardy (mother)",75,16,33,10,23,70,https://www.superherodb.com/pictures2/portraits/10/100/32.jpg
100,Black Flash,,Male,,Flash Vol 2 #138,DC Comics,neutral,God / Eternal,0 cm,0 kg,,,,,,,44,10,100,80,100,30,https://www.superherodb.com/pictures2/portraits/10/100/10831.jpg
101,Black Goliath,,Male,,,Marvel Comics,good,,0 cm,0 kg,,,,,,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/245.jpg
102,Black Knight III,Dane Whitman,Male,"Gloucester, Massachusetts",Avengers #47 (1967),Marvel Comics,good,Human,6'0,86 kg,Brown,Brown,"Adventurer, scientist; former crusader",,"MI-13; formerly Avengers, Masters of Evil (as a mole), Excalibur, Heroes for Hire, Ultraforce (in the Ultraverse), Defenders, Knights of Wundagore, Queen's Vengeance, King Richard's Army","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)",63,10,8,70,43,70,https://www.superherodb.com/pictures2/portraits/10/100/246.jpg
103,Black Lightning,Jefferson Pierce,Male,,Black Lightning #1 (April 1977),DC Comics,good,,6'1,90 kg,Brown,No Hair,"Crime Fighter, High School teacher, Former gold-medal-winning Olympic Decathlete, formerly Secretary of Education under Presidents Pete Ross and Lex Luthor.","Chicago, Illinois; Metropolis, The Hall & The JLA Watchtower","Justice League of America (current), formerly Presidential Cabinet, The Outsiders (sporadically), Batman's Brother Eye attack group","Unnamed father (deceased), Lynn Stewart (ex-wife), Joanna Pierce (niece, deceased), Anissa Pierce (Thunder, daughter), Jennifer Pierce (Lightning, daughter)",50,11,53,28,70,75,https://www.superherodb.com/pictures2/portraits/10/100/1128.jpg
104,Black Mamba,Tanya Sealy,Female,"Chicago, Illinois",Marvel Two-In-One #64,Marvel Comics,bad,,5'7,52 kg,Green,Black,"Mercenary, professional criminal, former call girl","Mobile, formerly Serpent Citadel","Serpent Squad, Serpent Society, BAD Girls",,75,10,35,42,88,65,https://www.superherodb.com/pictures2/portraits/10/100/1106.jpg
105,Black Manta,David,Male,,"Aquaman #35 (August, 1967)",DC Comics,bad,Human,6'2,92 kg,Black,No Hair,,,,,75,28,50,60,76,85,https://www.superherodb.com/pictures2/portraits/10/100/10546.jpg
106,Black Panther,T'Challa,Male,"Wakanda, Africa",Fantastic Four Vol. 1 #52 (1966),Marvel Comics,good,Human,6'0,90 kg,Brown,Black,"King and Chieftain of Wakanda, scientist; former school teacher","Wakanda, Mobile","Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, former Fantastic Force financier","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)",88,16,30,60,41,100,https://www.superherodb.com/pictures2/portraits/10/100/247.jpg
107,Black Widow,Natasha Romanoff,Female,,Tales of Suspense #52,Marvel Comics,good,Human,5'7,59 kg,Green,Auburn,"Adventurer, Intelligence agent, former ballerina",Mobile,"Secret Avengers; formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.H.I.E.L.D., Avengers, Champions of Los Angeles, Lady Liberators, KGB, ""Marvel Knights"", partner of Daredevil, Hawkeye, Boris Turgenov, Logan","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)",75,13,33,30,36,100,https://www.superherodb.com/pictures2/portraits/10/100/248.jpg
108,Black Widow II,Yelena Belova,Female,,,Marvel Comics,good,,5'7',61 kg,Blue,Blond,,,,,,48,,,,,https://www.superherodb.com/pictures2/portraits/10/100/618.jpg
109,Blackout,,Male,,"Ghost Rider Vol 3 #2 (June, 1990)",Marvel Comics,bad,Demon,6'3,104 kg,Red,White,"Assassin, enforcer",,Lilin; Deathwatch; Hood's gang,Lilith (Great Grandmother),63,32,45,80,45,65,https://www.superherodb.com/pictures2/portraits/10/100/1507.jpg
110,Blackwing,Joseph Manfredi,Male,Professional Criminal,"Daredevil #118 (February, 1975)",Marvel Comics,bad,,6'1,86 kg,Blue,Black,,,"Heavy Mettle; (formerly) Masters of Evil, Skeleton Crew, Circus of Crime; (formerly) division leader of Hydra","Silvio Manfredi (Silvermane, father), Caterina Manfredi (mother, deceased)",38,10,35,32,20,56,https://www.superherodb.com/pictures2/portraits/10/100/249.jpg
111,Blackwulf,Lucian,Male,Armechadon,"Thunderstrike #6 (March, 1994)",Marvel Comics,,Alien,6'2,88 kg,Red,White,Freedom Fighter,,Underground Legion,"Tantalus (father); Nirvana (mother); Pelops (brother, deceased)",50,28,8,30,69,25,https://www.superherodb.com/pictures2/portraits/10/100/1508.jpg
112,Blade,Eric Brooks,Male,"Soho, London,England",Tomb of Dracula Vol. 1 #10 (1973),Marvel Comics,good,Vampire,6'2,97 kg,Brown,Black,"Vampire hunter, former private investigator.",Mobile,"Formerly Noah van Helsing's vampire hunters, Nightstalkers, Midnight Sons, the Nine, Quincy Harker's vampire hunters, Ogun Strong's vampire hunters, Bloodshadows gang",Tara Brooks (mother),63,28,38,50,40,90,https://www.superherodb.com/pictures2/portraits/10/100/33.jpg
113,Blaquesmith,,,,,Vertigo II,good,,0 cm,0 kg,Black,No Hair,Inventor,"Baltimore, Maryland",Clan Askani/Clan Chosen,,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/34.jpg
114,Bling!,Roxanne Washington,Female,,X-Men #171 (2005),Marvel Comics,good,,5'6,68 kg,,,,"Utopia; formerly Graymalkin Industries, San Francisco, California; Xavier Institute, Salem Center, New York State",,"Roy ""Daddy Libido"" Washington (father), Angel ""Sexy Mutha"" Depres (mother)",69,14,12,90,52,28,https://www.superherodb.com/pictures2/portraits/10/100/1349.jpg
